uid,treatment,sessid,date,forumid,messageforumid,crop,topic,messagedate,duration,educ,village,age,weekno,year
1019015,1,1314164583,8/24/2011,Radio,2965,,,6/1/2011,10,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2969,,,6/1/2011,8,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2969,,,6/1/2011,8,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2969,,,6/1/2011,8,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2968,,,6/1/2011,1,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2968,,,6/1/2011,1,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2967,,,6/1/2011,1,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2967,,,6/1/2011,1,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2967,,,6/1/2011,1,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314164583,8/24/2011,Radio,2968,,,6/1/2011,1,8,LAKHCHOKIYA,51,35,2011
1001019,2,1314165036,8/24/2011,Questions and Answers,3800,Castor,Diseases,8/18/2011,53,4,AKALA,27,35,2011
1001019,2,1314165036,8/24/2011,Questions and Answers,3800,Castor,Diseases,8/18/2011,53,4,AKALA,27,35,2011
1001019,2,1314165036,8/24/2011,Questions and Answers,3800,Castor,Diseases,8/18/2011,53,4,AKALA,27,35,2011
1004028,2,1314167114,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,2,0,BHETSUDA,49,35,2011
1004028,2,1314167114,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,2,0,BHETSUDA,49,35,2011
1004028,2,1314167114,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,2,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,15,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,15,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,15,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2320,,,3/30/2011,35,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2320,,,3/30/2011,35,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2320,,,3/30/2011,35,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2135,Wheat,Diseases,3/8/2011,32,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2135,Wheat,Diseases,3/8/2011,32,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2135,Wheat,Diseases,3/8/2011,32,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2157,,,3/9/2011,45,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2157,,,3/9/2011,45,0,BHETSUDA,49,35,2011
1004028,2,1314167361,8/24/2011,Questions and Answers,2157,,,3/9/2011,45,0,BHETSUDA,49,35,2011
1005022,2,1314169457,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,BHIMORA,21,35,2011
1005022,2,1314169457,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,BHIMORA,21,35,2011
1005022,2,1314169457,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,BHIMORA,21,35,2011
1006020,1,1314170148,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,5,CHIRODA,45,35,2011
1006020,1,1314170148,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,5,CHIRODA,45,35,2011
1006020,1,1314170148,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,5,CHIRODA,45,35,2011
1006020,1,1314170148,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,5,CHIRODA,45,35,2011
1006020,1,1314170148,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,5,CHIRODA,45,35,2011
1006020,1,1314170148,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,5,CHIRODA,45,35,2011
1037023,1,1314170288,8/24/2011,Radio,2971,,,6/1/2011,66,9,SURAI,28,35,2011
1037023,1,1314170288,8/24/2011,Radio,2971,,,6/1/2011,66,9,SURAI,28,35,2011
1037023,1,1314170288,8/24/2011,Radio,2971,,,6/1/2011,66,9,SURAI,28,35,2011
1037023,1,1314170288,8/24/2011,Radio,2970,,,6/1/2011,167,9,SURAI,28,35,2011
1037023,1,1314170288,8/24/2011,Radio,2970,,,6/1/2011,167,9,SURAI,28,35,2011
1037023,1,1314170288,8/24/2011,Radio,2970,,,6/1/2011,167,9,SURAI,28,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,18,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,18,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,18,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,12,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,12,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,12,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,8,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,8,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,8,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3920,Groundnut,Diseases,8/23/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3920,Groundnut,Diseases,8/23/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3920,Groundnut,Diseases,8/23/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3822,Other,Diseases,8/18/2011,6,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3822,Other,Diseases,8/18/2011,6,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3822,Other,Diseases,8/18/2011,6,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3888,,,8/21/2011,34,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3888,,,8/21/2011,34,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3888,,,8/21/2011,34,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3884,,,8/21/2011,13,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3884,,,8/21/2011,13,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3884,,,8/21/2011,13,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3888,,,8/21/2011,16,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3888,,,8/21/2011,16,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3888,,,8/21/2011,16,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3876,,,8/20/2011,23,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3876,,,8/20/2011,23,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3876,,,8/20/2011,23,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3840,Other,Other,8/19/2011,5,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3840,Other,Other,8/19/2011,5,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314170889,8/24/2011,Questions and Answers,3840,Other,Other,8/19/2011,5,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314171514,8/24/2011,Questions and Answers,3942,Cotton,Pests,8/24/2011,29,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314171514,8/24/2011,Questions and Answers,3942,Cotton,Pests,8/24/2011,29,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314171514,8/24/2011,Questions and Answers,3942,Cotton,Pests,8/24/2011,29,8,LAKHCHOKIYA,51,35,2011
1019021,1,1314171788,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314171788,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314171788,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314172067,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314172067,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314172067,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314172320,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314172320,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1019021,1,1314172320,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,4,LAKHCHOKIYA,72,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,25,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,25,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,25,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,16,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,16,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,16,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,19,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,19,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,19,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,12,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,12,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,12,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3920,Groundnut,Diseases,8/23/2011,65,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3920,Groundnut,Diseases,8/23/2011,65,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3920,Groundnut,Diseases,8/23/2011,65,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3822,Other,Diseases,8/18/2011,50,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3822,Other,Diseases,8/18/2011,50,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Questions and Answers,3822,Other,Diseases,8/18/2011,50,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3940,,,8/24/2011,189,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3940,,,8/24/2011,189,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3940,,,8/24/2011,189,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3664,,,8/5/2011,343,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3664,,,8/5/2011,343,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3664,,,8/5/2011,343,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3663,,,8/5/2011,131,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3663,,,8/5/2011,131,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3663,,,8/5/2011,131,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3661,,,8/5/2011,48,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3661,,,8/5/2011,48,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Announcements,3661,,,8/5/2011,48,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Radio,2971,,,6/1/2011,840,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Radio,2971,,,6/1/2011,840,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Radio,2971,,,6/1/2011,840,6,PIPLIYA (DHORA),24,35,2011
1019015,1,1314173737,8/24/2011,Announcements,3940,,,8/24/2011,189,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314173737,8/24/2011,Announcements,3940,,,8/24/2011,189,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314173737,8/24/2011,Announcements,3940,,,8/24/2011,189,8,LAKHCHOKIYA,51,35,2011
1005014,1,1314173941,8/24/2011,Announcements,3940,,,8/24/2011,53,12,BHIMORA,23,35,2011
1005014,1,1314173941,8/24/2011,Announcements,3940,,,8/24/2011,53,12,BHIMORA,23,35,2011
1005014,1,1314173941,8/24/2011,Announcements,3940,,,8/24/2011,53,12,BHIMORA,23,35,2011
1019015,1,1314173737,8/24/2011,Announcements,3664,,,8/5/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314173737,8/24/2011,Announcements,3664,,,8/5/2011,26,8,LAKHCHOKIYA,51,35,2011
1019015,1,1314173737,8/24/2011,Announcements,3664,,,8/5/2011,26,8,LAKHCHOKIYA,51,35,2011
1005014,1,1314174201,8/24/2011,Radio,2969,,,6/1/2011,806,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2969,,,6/1/2011,806,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2969,,,6/1/2011,806,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2970,,,6/1/2011,3,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2970,,,6/1/2011,3,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2970,,,6/1/2011,3,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2971,,,6/1/2011,1,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2971,,,6/1/2011,1,12,BHIMORA,23,35,2011
1005014,1,1314174201,8/24/2011,Radio,2971,,,6/1/2011,1,12,BHIMORA,23,35,2011
1031028,1,1314172295,8/24/2011,Radio,2970,,,6/1/2011,56,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Radio,2970,,,6/1/2011,56,6,PIPLIYA (DHORA),24,35,2011
1031028,1,1314172295,8/24/2011,Radio,2970,,,6/1/2011,56,6,PIPLIYA (DHORA),24,35,2011
1019023,2,1314174546,8/24/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,15,5,LAKHCHOKIYA,45,35,2011
1019023,2,1314174546,8/24/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,15,5,LAKHCHOKIYA,45,35,2011
1019023,2,1314174546,8/24/2011,Questions and Answers,2167,Wheat,Diseases,3/10/2011,15,5,LAKHCHOKIYA,45,35,2011
1016007,1,1314175730,8/24/2011,Radio,2971,,,6/1/2011,841,10,KHERANA,35,35,2011
1016007,1,1314175730,8/24/2011,Radio,2971,,,6/1/2011,841,10,KHERANA,35,35,2011
1016007,1,1314175730,8/24/2011,Radio,2971,,,6/1/2011,841,10,KHERANA,35,35,2011
1031018,2,1314176205,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,PIPLIYA (DHORA),20,35,2011
1031018,2,1314176205,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,PIPLIYA (DHORA),20,35,2011
1031018,2,1314176205,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,PIPLIYA (DHORA),20,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3872,Other,Pests,8/20/2011,21,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3941,Cotton,Pests,8/24/2011,26,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,18,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,18,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3917,Cotton,Diseases,8/23/2011,18,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,15,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,15,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3936,Cotton,Pests,8/24/2011,15,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,11,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,11,8,MOTA KANGHASAR,26,35,2011
1023017,1,1314176296,8/24/2011,Questions and Answers,3938,Cotton,Fertilizers/Bio-organic,8/24/2011,11,8,MOTA KANGHASAR,26,35,2011
